cand_id,cand_name,cand_name_last,party,office,state,incumbency,spend,impressions,ad_tone_attack,ad_tone_promote,ad_tone_contrast
ftm_239082,"DE PASTINO, NANCY",DE PASTINO,D,State House,MT,Open Seat,495,44995,0.05115380451225183,0.910451813877873,0.06353386865962919
ftm_239087,"BRIDGES, LEE",BRIDGES,D,State House,MT,Challenger,297,2997,0.008399863611073356,0.9644817160982511,0.03418324491601439
ftm_239089,"HOPKINS, MIKE",HOPKINS,R,State House,MT,Incumbent,646,18496,0.0364548166782414,0.8790978411644158,0.06932565121667311
ftm_239091,"SMITH, DEREK (DJ)",SMITH,R,State House,MT,Challenger,99,999,0.04478755482597539,0.8794374384420138,0.05801787331972828
ftm_239100,"HERTZ, ADAM G",HERTZ,R,State House,MT,Incumbent,2329,162979,0.019902072280062456,0.9233530190720001,0.055175135756103603
ftm_239101,"WINTER, THOMAS",WINTER,D,State House,MT,Challenger,1980,78480,0.025980598235282867,0.9214657533945514,0.06243654480499252
ftm_239103,"MALONEY, PATRICK",MALONEY,D,State House,MT,Challenger,269934,14879234,0.01831070634054947,0.9109395212094372,0.0696855617324077
ftm_240355,"JOHNSON, WAYNE A",JOHNSON,R,Other Statewide,NM,Open Seat,5665.5,478465.5,0.08200014588759015,0.8608330317198308,0.06116050877418842
ftm_240357,"CASTILLO, ARTHUR L",CASTILLO,R,Other Statewide,NM,Challenger,495,21995,0.0068914917545054325,0.8384418342271023,0.15627524575395557
ftm_240364,"ALLISON, ANTHONY",ALLISON,D,State House,NM,Challenger,648.5,67498.5,0.0023586435556979283,0.9850435772002889,0.019239960031400567
ftm_240370,"FAJARDO, KELLY K",FAJARDO,R,State House,NM,Incumbent,4737,422987,0.011241237254339813,0.9292036347646931,0.06439593767723177
ftm_240379,"CRUZZ, DAMION",CRUZZ,D,State House,NM,Challenger,247.5,36997.5,0.03159837072842355,0.9335537713591474,0.02944503890452346
ftm_240390,"DINES, JAMES MITCHELL (JIM)",DINES,R,State House,NM,Incumbent,4392.5,262492.5,0.023852852074142793,0.9233618129199018,0.041121622821647025
ftm_240393,"VELASQUEZ, JESSICA P",VELASQUEZ,D,State House,NM,Open Seat,49.5,499.5,0.025314631327412743,0.9521603576029187,0.02966400585433994
ftm_240394,"ALLEN, MERRITT H",ALLEN,R,State House,NM,Open Seat,349,32999,0.013409675436227501,0.8943330601267764,0.0756733629824761
ftm_240395,"SCHMEDES, GREGG WILLIAM",SCHMEDES,R,State House,NM,Open Seat,3398,78998,0.05897864078986376,0.8371263400640178,0.10696996515317804
ftm_240396,"ELY, DAYMON B",ELY,D,State House,NM,Incumbent,8846.5,1024996.5,0.025510729336134297,0.9350460903015618,0.03805692519669111
ftm_240397,"BOATMAN, BRENDA DIANE",BOATMAN,R,State House,NM,Challenger,3793.5,294993.5,0.010870322823952474,0.9630157664698463,0.03258237936952845
ftm_240398,"THOMSON, ELIZABETH L",THOMSON,D,State House,NM,Incumbent,3446.5,569996.5,0.04704607477036543,0.8512916041088283,0.08075830222624762
ftm_240400,"MORRIS, TREY STEPHEN",MORRIS,R,State House,NM,Challenger,8196,183496,0.012551280294996997,0.9196230311238981,0.05471527253881867
ftm_240401,"TRUJILLO, CHRISTINE V",TRUJILLO,D,State House,NM,Incumbent,49.5,499.5,6.398972095073415e-4,0.9947973998166058,0.008534575944355104
ftm_240407,"STANSBURY, MELANIE ANN",STANSBURY,D,State House,NM,Challenger,10871,454971,0.006557704088042795,0.9712646566397372,0.02441028371449971
ftm_240408,"HALL, JIMMIE C",HALL,R,State House,NM,Incumbent,7879,313979,0.0135302739189176,0.9645511568258821,0.022693842912055215
ftm_240410,"ADKINS, DAVID EDWARD",ADKINS,R,State House,NM,Incumbent,4391,406991,0.017112161196138873,0.9392069862432104,0.046962522963076535
ftm_240418,"CADENA, MICAELA LARA",CADENA,D,State House,NM,Open Seat,349,30499,0.023783867015430792,0.7019518964865625,0.2957082903337673
ftm_240419,"WHITE, MARY MARTINEZ",WHITE,D,State House,NM,Open Seat,49.5,499.5,0.0029547566260512076,0.9990438978284109,0.002816443961444699
ftm_240420,"MCMAHON, GUENEVERE RUTH",MCMAHON,D,State House,NM,Open Seat,49.5,499.5,0.04973637973665277,0.6904059013840579,0.17017261312441095
ftm_240426,"SMALL, NATHAN P",SMALL,D,State House,NM,Incumbent,1499,299999,0.018335535368376878,0.9042414832490377,0.05857914176589529
ftm_240427,"TOFSTED, DAVID H",TOFSTED,R,State House,NM,Challenger,99,5999,0.02329096928187273,0.7992151327300108,0.14820676553419276
ftm_240428,"FERRARY, JOANNE JEAN",FERRARY,D,State House,NM,Incumbent,2843,263493,0.00487363918077143,0.9571464501720726,0.05012909989624724
ftm_240431,"DOW, REBECCA L",DOW,R,State House,NM,Incumbent,7427.5,267977.5,0.020971816423664948,0.9232011944591039,0.05721026273949655
ftm_240432,"MARTINEZ, RODOLPHO S",MARTINEZ,D,State House,NM,Incumbent,846.5,64996.5,0.01552918043566665,0.9186174314025278,0.06367470141153436
ftm_240434,"GARCIA, PAULA A",GARCIA,D,State House,NM,Open Seat,3296.5,44996.5,0.0017574964475962891,0.9896297500034066,0.01260776727565661
ftm_240436,"SANCHEZ, JOSEPH L",SANCHEZ,D,State House,NM,Open Seat,1386,82486,0.02833794642094546,0.9571649170976997,0.0462430109152819
ftm_240437,"HERRERA, SUSAN K",HERRERA,D,State House,NM,Open Seat,49.5,7499.5,0.008072108802635453,0.9832891332374113,0.014151256078503927
ftm_240440,"CHANDLER, CHRISTINE GRAY",CHANDLER,D,State House,NM,Open Seat,2746,166996,0.015822901697028092,0.9465536102329097,0.045765270232179925
ftm_240442,"SHIN, LISA",SHIN,R,State House,NM,Open Seat,5382.5,212482.5,0.03260389240267003,0.683910099621475,0.292715252017825
ftm_240443,"HOWELL, BENTON",HOWELL,D,State House,NM,Challenger,1438,83988,0.014753834024346806,0.9488896784332546,0.040204202432010776
ftm_240444,"POWDRELL-CULBERT, JANE E",POWDRELL-CULBERT,R,State House,NM,Incumbent,1398,97498,0.02440304105678462,0.9330629946487995,0.043180215360050726
ftm_240447,"ROMERO, ANDREA D",ROMERO,D,State House,NM,Open Seat,1992.5,124992.5,0.008031475404820078,0.9677421709900783,0.0354402865988897
ftm_240451,"MCQUEEN, MATTHEW",MCQUEEN,D,State House,NM,Incumbent,4445,427995,0.02007431991093446,0.9220763364444077,0.06478485638030612
ftm_240454,"GALLEGOS, DOREEN Y",GALLEGOS,D,State House,NM,Incumbent,297,7997,0.013092754544468567,0.9244775647097878,0.04985790687261057
ftm_240457,"MADRID, WILLIE A",MADRID,D,State House,NM,Challenger,1897.5,337997.5,0.0021849166147285617,0.9840962434345543,0.02182658873708427
ftm_240463,"HELEAN, BILLIE ANN",HELEAN,D,State House,NM,Challenger,1594,143494,0.004431594982524369,0.9726341353592128,0.031238136208326803
ftm_240468,"JIMENEZ, ALEXIS",JIMENEZ,D,State House,NM,Challenger,599,59999,0.0011394156290442802,0.9742003610982478,0.04369948666373666
ftm_240469,"LEWIS, TIMOTHY DWIGHT (TIM)",LEWIS,R,State House,NM,Incumbent,1596.5,157996.5,0.0032622871847622957,0.9881294277018596,0.011422406076360813
ftm_240472,"DODGE JR, GEORGE",DODGE,D,State House,NM,Incumbent,3995.5,217995.5,0.005570187585298415,0.9391135677215383,0.05994643811917926
ftm_240473,"ZAMORA, MARTIN RUBEN",ZAMORA,R,State House,NM,Challenger,4096.5,227996.5,0.18936483439077562,0.7051024359547293,0.042913898571283415
ftm_240479,"MCDONALD, MARK D",MCDONALD,D,State House,NM,Open Seat,1782,85482,0.01180764263825057,0.9280881354805987,0.05713817497804783
ftm_240486,"BYRD, JEFFERSON LEE",BYRD,R,Other Statewide,NM,Open Seat,299.5,29999.5,0.0031257981270658647,0.9875773744589059,0.01078608865518649
ftm_240487,"PARTIN, JERRY W",PARTIN,R,Other Statewide,NM,Open Seat,49.5,499.5,0.08044324454373344,0.8005774330389596,0.08003547765981915
ftm_240490,"YAZZIE, JANENE NATASHA",YAZZIE,D,Other Statewide,NM,Challenger,49.5,29999.5,0.008112937238128259,0.9707974898356552,0.02636616356719847
ftm_240491,"FISCHMANN, STEPHEN H",FISCHMANN,D,Other Statewide,NM,Open Seat,1787,257987,0.016872394419711664,0.9054996372130998,0.0752746121586401
ftm_240493,"HALL, BEN L",HALL,R,Other Statewide,NM,Open Seat,4645,248495,0.14371734355290208,0.45394741344869327,0.29126174611292815
ftm_240613,"GOMEZ, JESSICA L",GOMEZ,R,State Senate,OR,Open Seat,22388.5,726488.5,0.03895536206452083,0.7952931552096635,0.1401728798365604
ftm_240624,"LEIF, GARY",LEIF,R,State House,OR,Open Seat,747.5,59997.5,0.0025183671914031395,0.9633840350134764,0.054326495853885035
ftm_240627,"ATKINSON, MICHELLE BLUM",ATKINSON,D,State House,OR,Open Seat,13335.5,1207435.5,0.012921608841949579,0.8991404853441404,0.09363027955503496
ftm_240629,"MCKEOWN, CATHERINE H (CADDY)",MCKEOWN,D,State House,OR,Incumbent,13537,575987,0.07607513498645255,0.8603803475596992,0.060418231035322394
ftm_240630,"HERBERT, MARK F",HERBERT,R,State House,OR,Open Seat,12883.5,561483.5,0.010596533245629433,0.9030714797646672,0.09316924563142075
ftm_240631,"DAVIS, SHELLY BOSHART",DAVIS,R,State House,OR,Open Seat,1096.5,76996.5,0.014172822682419497,0.9490333677268211,0.042370086604377605
ftm_240632,"TAYLOR, JERRED",TAYLOR,D,State House,OR,Open Seat,3386,203486,0.008334224691962655,0.9034278553716191,0.08637991834683525
ftm_240634,"SHAPIRO, BARRY",SHAPIRO,D,State House,OR,Challenger,695.5,53495.5,0.053562374925502323,0.9170989361761798,0.058044594182384016
ftm_240639,"MERRITT, DOROTHY",MERRITT,R,State House,OR,Challenger,4183,155983,0.023307356061314607,0.8963622185579384,0.09131816439920214
ftm_240644,"HILL, JOSH",HILL,R,State House,OR,Challenger,9721,374471,0.018584042948720122,0.9188018964541952,0.06619816265465604
ftm_240647,"CHAVEZ-DEREMER, LORI",CHAVEZ-DEREMER,R,State House,OR,Challenger,7739.5,453989.5,0.00576267899063129,0.8870859325920676,0.10192441207784501
ftm_240649,"LONG-CURTISS, DARCY",LONG-CURTISS,D,State House,OR,Challenger,247.5,7497.5,0.014361383385165117,0.8057539095054104,0.15083507133275842
ftm_240671,"ALI, ZAKI",ALI,R,State Senate,IN,Challenger,24335,1148985,0.017151526992635044,0.8939291832291069,0.07547141650530105
ftm_240672,"ALTING, RON J",ALTING,R,State Senate,IN,Incumbent,1896,185996,0.015980056867383862,0.9297257564693026,0.05123781397172755
ftm_240673,"AUSTIN, TERRI JO",AUSTIN,D,State House,IN,Incumbent,247.5,11997.5,0.0035576858170122626,0.9793457310856408,0.026648245426372924
ftm_240676,"BACON, RONALD (RON)",BACON,R,State House,IN,Incumbent,49.5,499.5,0.0011491697421955132,0.9940326056185891,0.018507771445225394
ftm_240678,"BARNES, LORETTA",BARNES,D,State House,IN,Challenger,497.5,73497.5,0.00884945468589253,0.9452990153574646,0.07028778433502818
ftm_240680,"BARTELS, STEPHEN R (STEVE)",BARTELS,R,State House,IN,Incumbent,5392.5,184492.5,0.00455095550972992,0.9821898165262016,0.018124495686280506
ftm_240684,"BECHTOLD, NAOMI S",BECHTOLD,D,State House,IN,Challenger,4289,159489,0.016520004648987896,0.852279444089095,0.13092699790251325
ftm_240685,"BECK, LISA",BECK,D,State House,IN,Challenger,4197,265997,0.0018156858679930464,0.9720743582599913,0.036680400833328075
ftm_240699,"BROWN, EVELYN",BROWN,D,State House,IN,Challenger,445.5,19495.5,0.006460189383093159,0.904912964350533,0.0940946312168322
ftm_240704,"BYRUM, SHON",BYRUM,D,State House,IN,Open Seat,6098,135498,0.007929159868916296,0.9442070848646424,0.062119779479506934
ftm_240706,"CAMP, DEREK",CAMP,D,State Senate,IN,Challenger,846.5,74996.5,0.0049584089293113155,0.848285228223374,0.18680766484754505
ftm_240708,"CARBAUGH, MARTIN",CARBAUGH,R,State House,IN,Incumbent,9597.5,337497.5,0.0022557819247825744,0.9833392798208577,0.03215039570740751
ftm_240713,"CHYUNG, CHRIS",CHYUNG,D,State House,IN,Challenger,4246.5,466496.5,0.009129702286099496,0.7651191965141253,0.21207483821055037
ftm_240715,"COLE, AIMEE RIVERA",COLE,D,State House,IN,Challenger,5846,237446,0.017876743981652846,0.9291829247068897,0.06469572866931342
ftm_240718,"CRAVENS, DAVE",CRAVENS,D,State Senate,IN,Open Seat,4081.5,341481.5,0.01537840897782019,0.9380609888836905,0.053835324505430084
ftm_240724,"DELPH, MIKE",DELPH,R,State Senate,IN,Incumbent,25842.5,812992.5,0.030195894748865436,0.8996129515145351,0.0872103355172199
ftm_240725,"DEVON, DALE R",DEVON,R,State House,IN,Incumbent,10196.5,352496.5,0.0033935092172290627,0.9813120532147639,0.02750447152318298
ftm_240730,"DORAN, TERRY",DORAN,D,State House,IN,Open Seat,148.5,6498.5,0.006944608785764857,0.9332889412347767,0.06687580017699556
ftm_240731,"DVORAK, RYAN MICHAEL",DVORAK,D,State House,IN,Incumbent,99,999,0.13892832798297067,0.6778405676538378,0.10934296887973942
ftm_240735,"ELLINGTON, JEFFREY R",ELLINGTON,R,State House,IN,Incumbent,1443,86493,0.02099614731114164,0.87705506057214,0.08499092643684605
ftm_240737,"ENGLEMAN, KAREN",ENGLEMAN,R,State House,IN,Incumbent,2296,151996,0.003417637428220568,0.987318467577398,0.018233810119796006
ftm_240741,"FARRAR, RYAN",FARRAR,D,State Senate,IN,Challenger,1188,63988,0.01946265554991589,0.8884678442793014,0.09280339395529136
ftm_240742,"FELLING, DARRELL (EDDIE)",FELLING,R,State House,IN,Open Seat,198,16498,0.0031135012104114403,0.9789874274658811,0.025016830682578296
ftm_240743,"FERNANDEZ, JORGE",FERNANDEZ,D,State House,IN,Challenger,349,75499,0.009947895713401975,0.9857230629901198,0.014649490284309279
ftm_240745,"FINCH, PAULA L",FINCH,R,State House,IN,Challenger,1391,84991,0.00557412930073104,0.9171648700020778,0.0720790710678108
ftm_240746,"FISHER, BEN W",FISHER,R,State House,IN,Challenger,99,3499,0.020582551078568975,0.8742993062740625,0.10890286851716244
ftm_240750,"FORD, J D",FORD,D,State Senate,IN,Challenger,6796,185996,0.002574295911397517,0.9835146365787034,0.021382636955194313
ftm_240751,"FORD, JON",FORD,R,State Senate,IN,Incumbent,8562.5,1647462.5,0.08527205364615131,0.8495321602565782,0.056512785136855814
ftm_240757,"GAMBILL, CHRIS",GAMBILL,D,State Senate,IN,Challenger,8894.5,562494.5,0.00862561911970854,0.9233369831913263,0.04981529752266418
ftm_240758,"GARTEN, CHRIS",GARTEN,R,State Senate,IN,Open Seat,646,15996,0.010436738548006919,0.9456960726509348,0.045798333694721235
ftm_240759,"GASKILL, MIKE",GASKILL,R,State Senate,IN,Open Seat,34681,1584981,0.01407370344230568,0.9255186814928498,0.06708586180019459
ftm_240761,"GITHENS, PENNY",GITHENS,D,State House,IN,Challenger,99,999,0.04786002745568432,0.7539918473648521,0.127267246489332
ftm_240764,"GROOMS, RON",GROOMS,R,State Senate,IN,Incumbent,17997,824997,0.0016758346891463652,0.8963231460129274,0.11951553513357333
ftm_240771,"HEDDE, THOMAS (TOM)",HEDDE,D,State House,IN,Challenger,396,22996,0.018163146841364764,0.8823765332772043,0.09835540014507031
ftm_240773,"HINTON, MARK C",HINTON,D,State House,IN,Challenger,49.5,499.5,0.0229681727063547,0.876070859048574,0.083861019580308
ftm_240778,"HOUCHIN, ERIN",HOUCHIN,R,State Senate,IN,Incumbent,599,37499,6.000561011131376e-4,0.9902338452917788,0.020880918384015797
ftm_240780,"JACKSON, CAROLYN B",JACKSON,D,State House,IN,Open Seat,99,5999,0.013525584278656869,0.9115638637033612,0.07976389811405049
ftm_240781,"JOHNSON, CHARLES",JOHNSON,R,State House,IN,Challenger,3076.5,168976.5,0.08014919064146775,0.8444554031354312,0.0724317210354062
ftm_240785,"KALLAS, CHARLES B",KALLAS,R,State Senate,IN,Challenger,1143.5,94493.5,0.05022580884739835,0.6257182379819541,0.3155328962542734
ftm_240787,"KIRCHHOFER, CINDY",KIRCHHOFER,R,State House,IN,Incumbent,11393.5,282994,0.0019796844778542785,0.9897259338554749,0.01656877338795413
ftm_240794,"LANANE, TIM",LANANE,D,State Senate,IN,Incumbent,3049,30499,0.0021072487519770266,0.9909696181196375,0.011249915627963175
ftm_240795,"LANNAN, JOSEPH (JOE)",LANNAN,D,State House,IN,Challenger,3376,276976,0.02182356770029982,0.9240310059458159,0.061097271050952716
ftm_240796,"LAUER, RYAN",LAUER,R,State House,IN,Open Seat,596.5,24996.5,0.004278020810827004,0.9757897098918645,0.028692976762447347
ftm_240799,"LEMERT, MARTHA",LEMERT,D,State House,IN,Challenger,4801.5,60951.5,0.046308028141122684,0.8612015286159027,0.09776581910312424
ftm_240809,"MANNING, ETHAN",MANNING,R,State House,IN,Open Seat,599,149999,0.002498265532700208,0.979858617039523,0.027431288710775246
ftm_240820,"MORRISON, ALAN",MORRISON,R,State House,IN,Incumbent,5999,224999,0.0016847537380543054,0.9920453210074651,0.012785502812748898
ftm_240822,"MRVAN JR, FRANK",MRVAN,D,State Senate,IN,Incumbent,99,999,0.028790545920622957,0.9433383516058199,0.035865278284355234
ftm_240825,"NEILING, AMIE",NEILING,D,State House,IN,Challenger,841.5,39491.5,0.02492417552242369,0.9243476823769419,0.058237784923489064
ftm_240829,"NOTORAS, JUSTIN P",NOTORAS,D,State House,IN,Open Seat,198,1998,0.28716822665058966,0.5084208233853944,0.11094830250494013
ftm_240830,"NOWLIN, DALE",NOWLIN,D,State House,IN,Open Seat,1685.5,100985.5,0.012770881990416013,0.9291342082616587,0.054637784297174107
ftm_240832,"OLTHOFF, JULIE",OLTHOFF,R,State House,IN,Incumbent,11394,273994,0.005926885919484904,0.9697252469906766,0.04395095335089376
ftm_240835,"OWEN, MATT",OWEN,R,State House,IN,Open Seat,599,59999,0.0022041714677874793,0.9892728992575369,0.017144340398351627
ftm_240840,"PFAFF, TONYA",PFAFF,D,State House,IN,Open Seat,2891,280991,0.013729990418506007,0.9084980070773039,0.08114899364160404
ftm_240843,"PRESSEL, JIM",PRESSEL,R,State House,IN,Incumbent,5999,149999,0.0018178846838173299,0.99188430528801,0.01266556379872687
ftm_240844,"RAATZ, JEFF",RAATZ,R,State Senate,IN,Incumbent,1798.5,374998.5,0.01016379255058928,0.986410323760829,0.013411694050223136
ftm_240846,"CANDELARIA REARDON, MARA",REARDON,D,State House,IN,Incumbent,99,3499,0.06084757187097833,0.8510752202689268,0.09898756098138738
ftm_240848,"REINERT, CYNTHIA (CINDY)",REINERT,D,State House,IN,Challenger,396,3996,0.0650287252614316,0.8961012880407271,0.06590446744612827
ftm_240850,"RING, DAVE",RING,D,State Senate,IN,Open Seat,2928,212478,0.011064658276697836,0.9122675356306097,0.08406075155439115
ftm_240853,"ROGERS, LINDA",ROGERS,R,State Senate,IN,Open Seat,14997.5,1149997.5,0.002722969373757825,0.9821873402483494,0.03015518473256963
ftm_240856,"SCHAIBLEY, DONNA",SCHAIBLEY,R,State House,IN,Incumbent,648.5,62998.5,0.001450328560483257,0.9951163564551497,0.007779487291155252
ftm_240857,"SHIPLEY, SHERYL",SHIPLEY,D,State Senate,IN,Challenger,3331.5,169481.5,0.011341403594596853,0.9494854044303226,0.04102919663167475
ftm_240858,"SIEGRIST, SALLY",SIEGRIST,R,State House,IN,Incumbent,10595,313995,0.01395806293842695,0.944092267818101,0.04745491024674954
ftm_240859,"SILER, NICHOLAS A (NICK)",SILER,D,State Senate,IN,Challenger,2641,199491,0.013743372612160486,0.9155572596348679,0.07533804785360197
ftm_240860,"SLAGER, HAROLD (HAL)",SLAGER,R,State House,IN,Incumbent,6598,164998,0.002682715812052054,0.9894356515423356,0.015350920668110632
ftm_240864,"SNYDER, GARY L",SNYDER,D,State Senate,IN,Challenger,2428,122478,0.033425656795527225,0.8697154105945967,0.08777739410454517
ftm_240865,"SOLIDAY, EDMUND (ED)",SOLIDAY,R,State House,IN,Incumbent,9597.5,359997.5,0.00450016860621834,0.9696472146339634,0.03447050247749151
ftm_240867,"STEPHENSON, MICHAEL M",STEPHENSON,D,State House,IN,Challenger,646,29996,0.017720127768365138,0.8977529946230144,0.08310473805906204
ftm_240872,"SWAIN, AMY",SWAIN,D,State House,IN,Challenger,7499.5,349999.5,0.006969586727090117,0.8772252129345517,0.10813656490224918
ftm_240877,"THOMAS, ROSS",THOMAS,D,State Senate,IN,Challenger,1995,295495,0.017579730631543982,0.8995291214272497,0.07123251230029877
ftm_240879,"TIBBETT, NANCY",TIBBETT,D,State House,IN,Challenger,99,5999,0.03637077857808597,0.9143548630509178,0.05096016487137427
ftm_240880,"TOMES, JAMES (JIM)",TOMES,R,State Senate,IN,Incumbent,4195,252995,0.025530472405514194,0.8724141621589246,0.10668139562104763
ftm_240881,"TORR, GERALD R (JERRY)",TORR,R,State House,IN,Incumbent,349,10499,0.003050322692794104,0.9174338756446412,0.1651554609114115
ftm_240885,"VONDERSAAR, HARLAN",VONDERSAAR,D,State House,IN,Challenger,3032,237982,0.011190515133196355,0.8343076098202085,0.16287662195336247
ftm_240893,"ZACNY, CHRISTINA L",ZACNY,D,State House,IN,Challenger,594,23494,0.02558590995848671,0.8871239795982012,0.08258304737630848
ftm_240895,"ZAY, ANDY",ZAY,R,State Senate,IN,Incumbent,3079,125979,0.005372596050664652,0.9792452578656606,0.023473322443851717
ftm_240898,"ZOUCHA, KATHY",ZOUCHA,D,State Senate,IN,Challenger,99,3499,4.5240887520386165e-4,0.9816804585753369,0.030228751113524344
ftm_241185,"ESPINAL, ARI",ESPINAL,D,State House,NY,Open Seat,7516.5,333966.5,0.025580736056002258,0.9212329339302043,0.06569861760261038
ftm_241188,"NIXON, CYNTHIA ELLEN",NIXON,D,Governor,NY,Challenger,191614.5,12168665,0.047369240420281365,0.7580206311349013,0.16994539816161858
ftm_241189,"MOLINARO, MARCUS (MARC)",MOLINARO,R,Governor,NY,Challenger,44896,5413396,0.07032371672203788,0.6529562726051285,0.2173328332009781
ftm_241193,"BOYD, WILL",BOYD,D,Governor,AL,Open Seat,148.5,8998.5,0.010332750512388368,0.9643715345400221,0.028502937326204767
ftm_241195,"POWELL, KARI",POWELL,D,Other Statewide,AL,Challenger,1193,113993,0.01621505606167493,0.8591594719506659,0.11341131737231795
ftm_241196,"MCCLURE, CARA Y",MCCLURE,D,Other Statewide,AL,Challenger,2091.5,191491.5,0.036894098409506255,0.666402337017719,0.22712545072977194
ftm_241197,"BONNER, JIM",BONNER,R,Other Statewide,AL,Challenger,594,22994,0.03381791114497674,0.8898393886810553,0.09463250429744825
ftm_241200,"JOHNSON, MICHAEL",JOHNSON,R,Other Statewide,AL,Challenger,49.5,29999.5,NA,NA,NA
ftm_241201,"MILAM, HEATHER",MILAM,D,Other Statewide,AL,Challenger,3742,254492,0.012325978339326273,0.9191919661265837,0.07734347316594405
ftm_241202,"COOKE, STAN",COOKE,R,Other Statewide,AL,Challenger,349,59999,0.06084757187097833,0.8510752202689268,0.09898756098138738
ftm_241203,"JOSEPH, MIRANDA KARRINE",JOSEPH,D,Other Statewide,AL,Challenger,1289.5,120489.5,0.06271962599068104,0.8233456350347947,0.0989949216489038
ftm_241205,"BEDSOLE, CHESS",BEDSOLE,R,Other Statewide,AL,Challenger,3887.5,292487.5,0.0165206564714499,0.8662492184268576,0.10968570130673616
ftm_241206,"KING, TROY",KING,R,Other Statewide,AL,Challenger,26282.5,1529982.5,0.10524010541686452,0.6262239759832173,0.20138289511856208
ftm_241209,"HILL, MELANIE",HILL,R,Other Statewide,AL,Open Seat,2881,246481,0.016307149210272754,0.8181500451670011,0.17076382677322002
ftm_241210,"JORTNER, ADAM",JORTNER,D,Other Statewide,AL,Open Seat,1289.5,115489.5,0.024089665924617233,0.8956992091211474,0.0822212810862287
ftm_241212,"TAYLOR, JOHN",TAYLOR,R,Other Statewide,AL,Open Seat,148.5,13498.5,0.45206183809796735,0.523269243303713,0.2974113285870234
ftm_241213,"WEST, TRACIE",WEST,R,Other Statewide,AL,Open Seat,8143,413493,0.025419272632916243,0.9070621960793055,0.07245995952227133
ftm_241216,"MCADAMS, RICH",MCADAMS,R,Other Statewide,AL,Open Seat,846.5,76996.5,0.008707057127354744,0.8876233050866901,0.11796850948995923
ftm_241218,"PETTUS, PHILLIP",PETTUS,R,State House,AL,Incumbent,14782.5,589982.5,0.007951229963082791,0.9167006829153637,0.07038481617277148
ftm_241219,"GREER, B LYNN",GREER,R,State House,AL,Incumbent,3788.5,211988.5,0.010789326770117172,0.9432369108606025,0.044191048754481384
ftm_241220,"MORROW, LORA KAY",MORROW,D,State House,AL,Challenger,1534.5,173984.5,0.017757476943071764,0.8770275235167463,0.08965151069976021
ftm_241221,"LEE, HUMPHREY",LEE,R,State House,AL,Open Seat,1247.5,82497.5,0.017927521418121473,0.9313709815915663,0.07406641502554566
ftm_241222,"SORRELL, ANDREW",SORRELL,R,State House,AL,Open Seat,24516.5,1710966.5,0.013668554265403456,0.87952110549194,0.07869571874653399
ftm_241223,"YOUNG, CHAD",YOUNG,D,State House,AL,Open Seat,4336.5,383986.5,0.008987783611685033,0.9145427383617312,0.07753732808749583
ftm_241224,"FREDRICKS, TOM",FREDRICKS,R,State House,AL,Open Seat,495,34495,0.05644640784477889,0.7866492471077472,0.13225063694558117
ftm_241226,"MOORE, PARKER DUNCAN",MOORE,R,State House,AL,Open Seat,3648,115498,0.0012383182397349677,0.9078749966302134,0.1142066479516437
ftm_241227,"CRAWFORD, DANNY",CRAWFORD,R,State House,AL,Incumbent,4498.5,134998.5,0.0018589738238262339,0.97542588701408806,0.030539676419716062
ftm_241230,"BRACKINS, KENNETH A",BRACKINS,D,State House,AL,Open Seat,99,3499,0.08521793179220381,0.6393057410106342,0.19337715667697428
ftm_241231,"ROBERTSON, PRONCEY",ROBERTSON,R,State House,AL,Open Seat,7131.5,435981.5,0.005113634417885484,0.9545716890597885,0.041278764151846954
ftm_241233,"COLLINS, TERRI",COLLINS,R,State House,AL,Incumbent,7742,303992,0.0027328198645957405,0.9258559934435857,0.09889347764083614
ftm_241236,"BOWLING, JAMES R",BOWLING,R,State House,AL,Open Seat,297,5497,0.008398816277637819,0.8623393384133639,0.11373858890002651
ftm_241239,"STADTHAGEN, SCOTT",STADTHAGEN,R,State House,AL,Open Seat,2885.5,199485.5,0.008323615402459728,0.9326340311505014,0.06346178495094043
ftm_241240,"BALL, MIKE",BALL,R,State House,AL,Incumbent,13343,386493,0.0042857481865071975,0.9360995151126689,0.06746218259560122
ftm_241242,"KING, J B",KING,D,State House,AL,Challenger,1089,54989,0.009587202646760407,0.9338325760793451,0.06284933335468504
ftm_241245,"CHANEY, ALEX J",CHANEY,R,State House,AL,Challenger,797,78497,0.008319047224317888,0.8255182632874761,0.23336453583028113
ftm_241246,"HARBISON, COREY",HARBISON,R,State House,AL,Incumbent,7294.5,352494.5,0.008102646080642633,0.9402015359886939,0.0742450691363239
ftm_241248,"CORRY, RICHARD (BULL)",CORRY,R,State House,AL,Challenger,948,119998,0.0090990042896002,0.8699406982125519,0.11653877964524748
ftm_241249,"WADSWORTH, TIMOTHY R",WADSWORTH,R,State House,AL,Incumbent,4845.5,204495.5,0.012263266452739549,0.8697908077897908,0.09812705027772754
ftm_241250,"COLEMAN, SUZANNA",COLEMAN,D,State House,AL,Challenger,99,3499,0.007690153947024371,0.9643446444573961,0.03535072856019472
ftm_241251,"FARLEY, ALLEN",FARLEY,R,State House,AL,Incumbent,497.5,32997.5,0.02548744931390584,0.9511881932242531,0.03927361312401083
